x,y
-8.509876173008387,2.0
-5.986005979485139,2.0
6.021136484237303,-2.0
-1.7232009791651386,-2.0
2.537236702600147,2.0
8.1080519744309,2.0
2.0972665769506165,2.0
0.9853425940076477,2.0
2.955257832708824,2.0
-7.577111383670115,2.0
-4.622942411701144,-2.0
-5.801184163628498,2.0
3.213818117531517,2.0
-5.170594114552834,2.0
-8.36379482430023,-2.0
-10.0,0.28268431545087935
-1.848467598550755,2.0
-3.385717897910588,2.0
9.503438835585897,2.0
2.8794497759101603,2.0
-1.66430969934674,-2.0
-10.0,-0.7494722350192404
8.227844135491303,-2.0
-10.0,-0.8164018801063406
-6.398298844901534,-2.0
4.372934708342406,-2.0
10.0,-0.23699519201021957
7.919944364741973,-2.0
-3.9886835217347354,2.0
-1.1067831321954031,-2.0
-9.520749350769142,-2.0
10.0,0.39250328297080017
8.65984386756952,-2.0
5.755864531852993,2.0
4.443893274717002,-2.0
-7.023498201358851,-2.0
-4.896750832040235,-2.0
-9.189846672899481,2.0
-1.814322637670898,2.0
-4.449016277735202,-2.0
-1.3383238489084608,-2.0
-3.6712337388739282,-2.0
-3.5991952804448175,-2.0
7.762119513079519,2.0
-0.5478994925703873,2.0
8.017997560205735,2.0
0.403767015524517,-2.0
7.491664624902569,2.0
9.756555111125433,-2.0
-10.0,-1.0398906932786787
