x,y
-5.467740951045868,8.582516090542663
-7.806450628465223,6.1315356983857985
-4.822579660723287,4.722221972895602
-7.766128047820061,3.067810208189721
-4.620966757497481,2.6388886395622695
-7.806450628465223,0.6781043258367792
-4.459676434916835,0.06535922779756298
-7.362902241368449,-1.343954497692632
-4.177418370400707,-1.5890525369083193
-7.322579660723287,-2.8758172427906725
-4.217740951045867,-3.2434643016142015
-7.08064417685232,-4.9591505761240064
-3.814515144594255,-5.020425085927927
-6.193547402658771,-7.226307438869103
3.483871952179939,-8.6356211643593
