x1,y1,x2,y2
-8.693547402658771,7.816584717993644,8.766130016696067,7.571486678777957
-8.733869983303933,4.9366827572093275,8.201613887663811,3.9562906003465823
-8.9758054671749,1.8116827572093275,7.959678403792843,1.5053102081897212
-9.056450628465223,-0.6392976349475354,8.120968726373487,-1.2520427329867498
-9.096773209110385,-3.5191995957318483,8.161291307018647,-4.131944693771064
-9.419353854271675,-5.90890547808479,8.161291307018647,-6.582925085927927
-7.524192563949094,-8.114787831025968,-6.959676434916836,8.980800404268154
-5.266128047820062,9.103349423875995,-4.983869983303933,-7.0731211643593
-3.5322570800781268,-7.1956701839671435,-2.927418370400707,9.042074914072073
-1.9193538542716748,8.796976874856389,-1.1129022413684488,-6.8280231251436145
0.016130016696067173,-7.1956701839671435,1.0645171134702611,8.735702365052466
1.3467751779863892,-7.256944693771064,2.556452597341229,8.429329816032856
3.362904210244455,-7.1956701839671435,4.491936468308971,8.12295726701325
5.661291307018647,-7.256944693771064,6.588710661857359,8.49060432583678
