x,y
0.0,0.0
0.0,10.0
10.0,0.0
10.0,10.0
5.40909361994271,0.0
4.771147887404635,0.0
1.1433735653111932,0.0
8.191041471375666,0.0
1.6615268489096013,0.0
5.211409961943055,0.0
8.374997531484858,0.0
1.2562655654978394,0.0
9.01940754499961,0.0
4.091150302042653,0.0
8.199065190845216,0.0
9.59532504987352,0.0
6.497421253333187,0.0
7.771437526438546,0.0
4.779233574367402,0.0
7.689414667837653,0.0
5.728978736299406,0.0
0.6232544766610093,0.0
7.9992736540327405,0.0
8.630034761391702,0.0
1.5893538522227768,0.0
1.974344615399295,0.0
9.111505674948326,0.0
2.725389831954387,0.0
8.19776751526078,0.0
0.0,1.4309226064088143
0.0,8.037111444882502
0.0,0.5710996853646799
0.0,2.964658957317531
0.0,3.5425125738620022
0.0,3.715052214362069
0.0,4.062173112510169
0.0,8.463578052296581
0.0,2.9054251327859415
0.0,0.612475051347674
0.0,0.6098839219886343
0.0,4.223662017597492
0.0,5.495200298603312
0.0,5.752840397531368
0.0,6.666421718991348
0.0,1.5370129175525649
0.0,0.3038036759240115
0.0,3.465699202871236
0.0,8.467555820191762
0.0,6.488714307680956
0.0,4.9542489459634345
0.0,8.68493166602858
0.0,3.6592077360289266
0.0,5.588406284054813
0.0,5.633015434576451
4.133676458814004,4.133676458814004
3.267686421923649,3.267686421923649
5.551770004522131,5.551770004522131
9.88529718052323,9.88529718052323
6.134408376319126,6.134408376319126
1.6272096083916021,1.6272096083916021
7.125847124421405,7.125847124421405
6.353290915306809,6.353290915306809
5.764488339700465,5.764488339700465
8.426443679352948,8.426443679352948
2.6180060521610447,2.6180060521610447
0.4964860555851436,0.4964860555851436
3.5298766996866004,3.529876699686601
5.7101819530711,5.7101819530711
0.17049066146226477,0.17049066146226477
1.0763402512910392,1.0763402512910392
2.4616660880619765,2.4616660880619765
1.20163836962896,1.20163836962896
9.039650102926185,9.039650102926185
4.6111182316026245,4.6111182316026245
1.094789416199906,8.905210583800095
2.342969782818569,7.657030217181431
5.010968688007672,4.989031311992328
4.2270163887229515,5.7729836112770485
7.152917716481143,2.8470822835188567
1.0669446043247666,8.933055395675233
8.447965058628546,1.5520349413714545
5.246081055158156,4.753918944841844
6.391937562866728,3.608062437133272
8.036839936791177,1.9631600632088233
5.726095525111695,4.273904474888305
4.665085987854509,5.334914012145491
0.9407632603994776,9.059236739600522
7.716965433799069,2.2830345662009304
9.026673954823615,0.9733260451763854
6.815399319148888,3.184600680851112
8.262948152207171,1.737051847792829
1.4618183215254865,8.538181678474514
4.905172375807281,5.094827624192719
0.7705851834647015,9.229414816535298
