x1,y1,x2,y2
-8.854837725239417,4.42401923385321,-4.620966757497481,8.468136880912033
-7.524192563949094,8.40686237110811,5.782259048954131,2.7083329593434033
-1.395160305884577,1.0539211946375229,7.637097758631551,6.691176096598307
-7.806450628465223,-0.29411802104875306,7.677420339276711,-1.8872552759507126
-4.782257080078127,-7.892157236735027,5.943549371534775,4.546568253461052
-4.580644176852319,3.5661760965983067,5.056452597341227,0.379901586794384
2.9193558231476793,-4.828431746538948,0.37903324250251913,6.752450606402229
-6.838708692981352,-4.276961158303655,1.306452597341229,6.629901586794384
-6.596773209110384,1.7892153122845809,-1.637095789755545,-8.811274883793851
-6.193547402658771,-5.441176844578164,0.8629042102444551,-4.09313762889189
2.072581629599293,-3.9705886092840466,6.185484855405743,3.6887251162061485
-7.322579660723287,-6.666667040656597,0.9032267908896152,-7.830882726931106
-9.419353854271675,-8.995098413205616,9.16935582314768,-8.995098413205616
3.362904210244455,-7.769608217127184,8.887097758631551,-5.134804295558556
3.846775177986391,-6.237745472029145,9.451613887663811,-3.2352944916369886
4.250000984438003,-3.9705886092840466,9.532259048954131,-1.39705919751934
5.379033242502519,-0.5392160602644385,7.959678403792843,-7.279412138695811
4.330646145728327,-2.867647432813458,6.790323565083163,-6.7892160602644385
-2.161289338142643,8.774509429931639,4.814517113470259,8.590685900519874
5.177420339276711,6.4460780573826195,8.887097758631551,9.080881978951249
6.669355823147679,0.8700976652257584,8.645162274760583,6.8137251162061485
6.991936468308971,4.852940802480658,8.282259048954131,0.5637251162061485
8.766130016696067,2.279411390715955,9.653226790889615,7.426470214245365
-8.330644176852319,2.2181368809120325,-5.104837725239417,5.649509429931639
-8.088708692981353,7.120097665225758,-5.709676434916836,2.5857839397355615
-7.40322482201361,-2.009804295558556,-4.701611918787803,9.080881978951249
-1.6774183704007068,9.019607469147326,-0.42741837040070685,0.6249996260100712
-0.10483772523941681,7.426470214245365,2.677420339276713,9.20343099855909
3.1612913070186472,7.426470214245365,3.967742919921875,9.448529037774778
-2.725805467174901,-2.6225493935977724,-1.4758054671749008,-0.29411802104875306
-5.83064417685232,-5.012255275950714,-3.008063531691029,-1.8259807661467917
-7.120966757497481,-8.627451354382085,-4.096773209110385,-1.4583337073232627
-7.846773209110384,1.4828427632649746,-5.669353854271674,-1.3357846877154191
-4.701611918787803,1.4215682534610519,-0.9112893381426428,-0.23284351124483038
-1.7983861123361908,-2.745098413205616,0.37903324250251913,-5.441176844578164
-3.5322570800781268,-7.647059197519342,-0.02419256394909297,-3.174019981833066
-1.5564506284652229,-6.7892160602644385,2.677420339276713,-6.605392530852674
1.8306461457283252,-6.973039589676205,3.241936468308971,-3.9093140994801256
4.290323565083163,-5.073529785754635,5.379033242502519,-6.973039589676205
4.774194532825099,-4.460784687715419,7.475807436050907,-3.6642160602644385
5.580646145728327,-6.176470962225224,7.596775177986391,-5.073529785754635
6.064517113470259,-1.2745101779114982,8.040323565083163,-6.360294491636989
-5.185482886529739,1.9730388416963454,1.548388081212197,7.181372175029681
-7.362902241368449,7.487744724049287,-4.903224822013609,5.772058449539484
-8.532257080078125,3.6274506064022294,-3.5322570800781268,7.916666292676739
-2.604837725239417,8.03921531228458,1.0241945328250992,7.794117273068894
-0.42741837040070685,9.5098035475787,2.0322590489541312,7.855391782872816
3.201613887663811,5.404411390715955,6.427420339276711,2.8308819789512487
3.483871952179939,0.0735290377747777,6.266130016696067,4.362744724049287
2.7983880812121953,2.2181368809120325,5.419355823147679,4.6078427632649746
6.024194532825099,7.54901923385321,7.274194532825099,5.404411390715955
4.612904210244455,6.323529037774778,6.467742919921875,5.220587861304191
6.266130016696067,6.323529037774778,7.112904210244455,8.284313351500268
6.669355823147679,3.3210780573826195,8.483871952179939,5.159313351500268
6.508065500567035,2.15686237110811,8.080646145728327,2.095587861304187
8.241936468308971,-0.7843140994801256,9.088710661857359,-4.09313762889189
8.403226790889615,-5.99264743281346,8.362904210244455,-2.5612748837938515
