x,y
-0.46774095104586877,9.504696715111825
-3.814515144594255,6.624794754327512
-1.6774183704007068,5.583128087660844
-5.225805467174901,3.8061673033471184
-2.927418370400707,3.132147695503983
-6.314515144594255,1.1713633817784928
-3.653224822013609,0.6198927935431993
-7.08064417685232,-1.4634405397901364
-3.653224822013609,-2.5051072064568025
-7.282257080078126,-4.343342500574449
-2.685482886529739,-4.649715049594057
-2.685482886529739,-6.67177387312347
-0.9919344994329649,-7.958538579005823
-0.9919344994329649,-5.9977542652803315
4.733871952179939,-4.833538579005822
2.153226790889615,-3.2404013241038623
4.290323565083163,-1.7698130888097445
1.185484855405745,-0.8506954417509203
3.6854848554057433,0.3135202445235894
0.540323565083165,1.4164614209941764
3.9274203392767113,2.764500636680454
0.6209687263734871,3.6836182837392766
3.5645171134702593,4.418912401386335
0.37903324250251913,5.521853577856925
3.201613887663811,6.257147695503983
