x,y
0.0,0.0
0.0,0.150296042534529
0.0,1.5762966182106786
0.0,1.6324402733693044
0.0,1.9394566932904078
0.0,2.449049858000577
0.0,3.0933768041535084
0.0,3.142973346430421
0.0,3.3550418765795085
0.0,3.504789014976062
0.0,3.730466464420772
0.0,3.8563888362421315
0.0,4.348300188293889
0.0,5.127314863430087
0.0,5.249097026002026
0.0,6.160619656616486
0.0,6.866260062536822
0.0,6.889655237051522
0.0,6.9403458684674435
0.0,7.285267500012827
0.0,7.564948099601488
0.0,8.20316674633151
0.0,8.66053515994874
0.0,9.478806823153185
0.0,9.529357865273296
0.0,9.57080881315921
0.0,10.0
10.0,10.0
10.0,0.0
