x,y
-8.33018019170221,-2.0
-10.0,-1.834712772461856
-10.0,-1.4402489494911848
-10.0,0.07327717480904283
-10.0,0.3629888580028293
-10.0,1.1906343952318608
-10.0,1.903960059572789
-7.468099579279869,2.0
-7.089049927990743,2.0
-6.096540092535108,2.0
-5.8848175326823196,2.0
-5.197096614898285,2.0
-4.489424235052674,2.0
-3.544138775326111,2.0
-3.3682116873015246,2.0
-2.7772176121191308,2.0
-2.6849499088724613,2.0
-2.3519040285823287,2.0
-1.4672943745008524,2.0
0.2734321383828444,2.0
2.2509121522701676,2.0
2.3117301249771316,2.0
2.580863975139529,2.0
3.700495446484055,2.0
5.377285427069552,2.0
5.659298296907245,2.0
6.944866557385801,2.0
8.241769107273704,2.0
9.383612858246082,2.0
10.0,1.6173352353331047
10.0,0.266986823246107
10.0,0.12643402636894052
10.0,-1.1211326508085193
10.0,-1.636020834779771
9.02570634310257,-2.0
